DP,munic,Regiao,mes_ano,roubo_veiculo,roubo_transeunte,roubo_rua,roubo_celular,furto_transeunte,furto_veiculos,furto_celular,ameaca,lesao_corp_culposa,lesao_corp_dolosa,recuperacao_veiculos
33,Rio de Janeiro,Capital,2020m10,70,90,150,46,7,25,11,58,28,59,36
33,Rio de Janeiro,Capital,2020m11,87,98,148,38,6,23,20,38,24,58,54
33,Rio de Janeiro,Capital,2020m12,83,100,180,60,4,20,16,47,36,70,53
33,Rio de Janeiro,Capital,2021m01,77,106,178,54,5,21,11,79,24,89,46
33,Rio de Janeiro,Capital,2021m02,76,123,201,59,4,34,12,34,21,82,45
33,Rio de Janeiro,Capital,2021m03,87,99,151,43,12,27,8,62,34,74,51
33,Rio de Janeiro,Capital,2021m04,92,68,104,23,7,44,14,67,31,51,38
33,Rio de Janeiro,Capital,2021m05,41,133,196,47,9,40,13,62,25,57,27
33,Rio de Janeiro,Capital,2021m06,47,47,81,28,6,23,11,80,21,52,19
33,Rio de Janeiro,Capital,2021m07,39,66,116,41,6,31,17,63,42,61,21
33,Rio de Janeiro,Capital,2021m08,41,51,82,25,5,28,15,69,34,57,6
33,Rio de Janeiro,Capital,2021m09,44,54,87,24,4,12,9,51,19,63,10
33,Rio de Janeiro,Capital,2021m10,71,32,61,24,4,8,12,48,23,64,21
33,Rio de Janeiro,Capital,2021m11,47,53,86,22,8,12,16,44,26,71,12
33,Rio de Janeiro,Capital,2021m12,55,68,97,13,4,13,16,31,24,86,9
33,Rio de Janeiro,Capital,2022m01,67,58,93,29,5,23,8,44,17,99,21
33,Rio de Janeiro,Capital,2022m02,78,65,108,38,1,19,19,50,25,59,23
33,Rio de Janeiro,Capital,2022m03,70,63,117,45,5,26,10,83,42,101,7
33,Rio de Janeiro,Capital,2022m04,74,60,108,40,7,23,19,52,30,67,14
33,Rio de Janeiro,Capital,2022m05,70,48,97,42,8,35,17,60,26,59,15
33,Rio de Janeiro,Capital,2022m06,43,50,89,29,5,20,11,57,28,54,18
34,Rio de Janeiro,Capital,2018m01,225,268,375,80,29,23,19,98,67,138,114
34,Rio de Janeiro,Capital,2018m02,243,244,375,102,41,30,22,74,34,109,197
34,Rio de Janeiro,Capital,2018m03,150,252,370,93,34,31,21,94,69,143,183
34,Rio de Janeiro,Capital,2018m04,152,261,353,67,26,38,18,96,71,139,105
34,Rio de Janeiro,Capital,2018m05,169,340,490,116,37,33,15,101,71,136,109
34,Rio de Janeiro,Capital,2018m06,197,380,495,85,26,26,17,77,33,84,75
34,Rio de Janeiro,Capital,2018m07,184,349,513,110,32,39,26,113,71,121,111
34,Rio de Janeiro,Capital,2018m08,211,238,349,87,31,34,16,105,56,97,131
34,Rio de Janeiro,Capital,2018m09,170,233,378,114,19,25,26,91,61,106,88
34,Rio de Janeiro,Capital,2018m10,187,315,480,138,32,37,29,94,65,106,150
34,Rio de Janeiro,Capital,2018m11,162,314,477,128,26,40,43,87,45,118,95
34,Rio de Janeiro,Capital,2018m12,126,300,437,104,30,26,26,82,46,115,70
34,Rio de Janeiro,Capital,2019m01,152,390,567,141,31,34,36,117,52,137,95
34,Rio de Janeiro,Capital,2019m02,171,256,361,91,36,41,19,82,40,105,105
34,Rio de Janeiro,Capital,2019m03,196,257,344,77,58,38,42,110,41,130,94
34,Rio de Janeiro,Capital,2019m04,162,292,416,76,16,30,27,79,44,116,134
34,Rio de Janeiro,Capital,2019m05,112,260,380,81,49,41,16,78,33,100,69
34,Rio de Janeiro,Capital,2019m06,112,231,321,66,37,48,27,60,58,96,69
34,Rio de Janeiro,Capital,2019m07,187,271,355,57,32,34,23,91,52,98,146
34,Rio de Janeiro,Capital,2019m08,128,285,437,101,39,36,26,85,53,95,71
34,Rio de Janeiro,Capital,2019m09,91,240,364,86,32,22,25,72,50,84,69
34,Rio de Janeiro,Capital,2019m10,108,230,351,96,27,33,18,86,45,130,76
34,Rio de Janeiro,Capital,2019m11,119,220,339,86,34,29,30,108,51,140,80
34,Rio de Janeiro,Capital,2019m12,114,160,284,80,27,29,26,94,65,142,72
34,Rio de Janeiro,Capital,2020m01,136,226,360,102,36,30,28,92,49,141,78
34,Rio de Janeiro,Capital,2020m02,106,207,322,83,41,31,30,89,42,118,88
34,Rio de Janeiro,Capital,2020m03,111,132,200,43,16,34,16,82,32,97,77
34,Rio de Janeiro,Capital,2020m04,117,92,150,33,5,19,7,41,21,62,66
34,Rio de Janeiro,Capital,2020m05,72,89,157,48,6,22,13,37,12,50,60
34,Rio de Janeiro,Capital,2020m06,84,85,148,41,5,13,7,49,29,77,55
34,Rio de Janeiro,Capital,2020m07,78,140,214,59,14,27,30,90,44,102,66
34,Rio de Janeiro,Capital,2020m08,84,124,190,51,25,30,16,86,38,154,49
34,Rio de Janeiro,Capital,2020m09,72,128,178,45,19,26,14,68,41,90,42
34,Rio de Janeiro,Capital,2020m10,75,142,198,40,19,27,21,95,51,105,36
34,Rio de Janeiro,Capital,2020m11,116,153,213,47,21,19,16,73,48,107,63
34,Rio de Janeiro,Capital,2020m12,118,151,228,59,31,16,17,98,37,126,47
34,Rio de Janeiro,Capital,2021m01,75,150,227,46,19,31,18,110,27,154,37
34,Rio de Janeiro,Capital,2021m02,78,147,234,44,13,36,18,67,45,109,40
34,Rio de Janeiro,Capital,2021m03,95,123,214,48,11,34,14,98,16,119,33
34,Rio de Janeiro,Capital,2021m04,98,104,181,50,7,27,6,80,37,79,37
34,Rio de Janeiro,Capital,2021m05,116,82,157,38,10,33,13,99,28,125,54
34,Rio de Janeiro,Capital,2021m06,95,74,146,34,10,38,21,99,34,111,37
34,Rio de Janeiro,Capital,2021m07,100,87,157,42,16,38,7,73,42,94,28
34,Rio de Janeiro,Capital,2021m08,107,71,121,32,20,29,21,81,47,111,21
34,Rio de Janeiro,Capital,2021m09,134,77,141,39,9,36,15,74,29,86,90
34,Rio de Janeiro,Capital,2021m10,138,68,125,34,12,30,14,63,46,78,50
34,Rio de Janeiro,Capital,2021m11,85,89,132,24,21,27,26,71,35,86,48
34,Rio de Janeiro,Capital,2021m12,66,78,128,36,39,21,34,86,25,112,30
34,Rio de Janeiro,Capital,2022m01,102,68,120,36,21,28,27,68,28,136,40
34,Rio de Janeiro,Capital,2022m02,88,46,90,34,15,25,23,73,45,81,47
34,Rio de Janeiro,Capital,2022m03,126,76,124,38,23,30,35,83,31,129,27
34,Rio de Janeiro,Capital,2022m04,99,48,79,24,26,26,22,74,35,89,63
34,Rio de Janeiro,Capital,2022m05,77,61,101,32,19,24,12,81,33,90,38
34,Rio de Janeiro,Capital,2022m06,56,69,103,20,12,18,18,71,31,75,14
35,Rio de Janeiro,Capital,2018m01,163,160,218,46,61,31,22,117,59,213,66
35,Rio de Janeiro,Capital,2018m02,160,136,198,44,53,44,24,117,39,156,52
35,Rio de Janeiro,Capital,2018m03,149,168,237,41,55,56,33,167,49,208,61
35,Rio de Janeiro,Capital,2018m04,125,172,243,53,63,54,32,149,68,156,71
35,Rio de Janeiro,Capital,2018m05,91,182,256,60,65,52,39,156,74,198,40
35,Rio de Janeiro,Capital,2018m06,116,168,236,56,34,47,39,118,51,170,47
35,Rio de Janeiro,Capital,2018m07,91,196,284,73,41,42,29,146,58,173,29
35,Rio de Janeiro,Capital,2018m08,104,166,233,48,44,65,32,126,70,146,93
35,Rio de Janeiro,Capital,2018m09,85,174,227,45,37,60,29,174,84,222,57
35,Rio de Janeiro,Capital,2018m10,107,148,220,59,37,56,45,152,54,187,61
35,Rio de Janeiro,Capital,2018m11,100,136,188,45,44,39,30,132,44,173,62
35,Rio de Janeiro,Capital,2018m12,128,124,175,39,31,39,26,147,79,169,41
35,Rio de Janeiro,Capital,2019m01,115,150,211,55,43,53,35,175,61,170,66
35,Rio de Janeiro,Capital,2019m02,91,129,191,53,35,43,21,163,65,160,68
35,Rio de Janeiro,Capital,2019m03,93,119,177,46,43,61,26,153,88,164,84
35,Rio de Janeiro,Capital,2019m04,88,130,192,49,24,56,32,166,46,188,73
35,Rio de Janeiro,Capital,2019m05,82,179,248,43,46,69,41,126,80,130,56
35,Rio de Janeiro,Capital,2019m06,63,120,161,35,44,60,46,150,61,157,48
35,Rio de Janeiro,Capital,2019m07,128,136,198,50,49,71,22,133,98,164,55
35,Rio de Janeiro,Capital,2019m08,100,156,216,47,36,64,33,148,63,152,49
35,Rio de Janeiro,Capital,2019m09,68,129,208,57,38,57,42,164,99,186,36
35,Rio de Janeiro,Capital,2019m10,93,105,167,50,24,55,40,181,108,189,43
35,Rio de Janeiro,Capital,2019m11,95,98,151,46,46,53,41,152,89,192,25
35,Rio de Janeiro,Capital,2019m12,99,87,158,60,45,49,27,131,68,172,192
35,Rio de Janeiro,Capital,2020m01,75,128,192,50,28,78,26,160,44,209,40
35,Rio de Janeiro,Capital,2020m02,76,92,143,40,44,59,66,153,41,191,24
35,Rio de Janeiro,Capital,2020m03,94,72,119,37,29,57,30,85,37,97,33
35,Rio de Janeiro,Capital,2020m04,75,58,76,16,6,32,12,47,22,69,24
35,Rio de Janeiro,Capital,2020m05,55,33,65,29,9,35,9,51,7,64,14
35,Rio de Janeiro,Capital,2020m06,61,40,69,26,7,70,14,55,19,66,31
35,Rio de Janeiro,Capital,2020m07,59,84,127,39,15,49,17,84,60,104,28
35,Rio de Janeiro,Capital,2020m08,72,103,174,66,22,32,30,146,42,169,20
35,Rio de Janeiro,Capital,2020m09,57,82,141,52,15,39,23,105,54,140,38
35,Rio de Janeiro,Capital,2020m10,49,104,148,38,24,49,35,113,47,161,38
35,Rio de Janeiro,Capital,2020m11,48,60,91,24,28,51,26,102,68,158,25
35,Rio de Janeiro,Capital,2020m12,74,55,82,21,35,46,53,98,53,152,30
35,Rio de Janeiro,Capital,2021m01,69,49,81,25,21,55,32,121,48,184,32
35,Rio de Janeiro,Capital,2021m02,64,58,89,19,23,58,26,94,37,163,21
35,Rio de Janeiro,Capital,2021m03,75,54,95,25,34,64,17,124,56,178,37
35,Rio de Janeiro,Capital,2021m04,88,46,82,27,18,60,22,116,49,170,53
35,Rio de Janeiro,Capital,2021m05,93,63,83,18,33,59,21,99,56,111,39
35,Rio de Janeiro,Capital,2021m06,53,58,99,26,19,56,16,85,54,142,32
35,Rio de Janeiro,Capital,2021m07,67,64,116,34,25,81,12,128,53,129,27
35,Rio de Janeiro,Capital,2021m08,88,59,104,28,27,71,28,138,60,141,26
35,Rio de Janeiro,Capital,2021m09,88,64,104,21,27,43,13,141,33,129,24
35,Rio de Janeiro,Capital,2021m10,73,48,88,19,10,46,21,101,51,138,23
35,Rio de Janeiro,Capital,2021m11,81,88,140,36,34,46,50,163,46,174,20
35,Rio de Janeiro,Capital,2021m12,45,116,168,17,35,56,57,171,46,178,9
35,Rio de Janeiro,Capital,2022m01,56,113,156,20,17,57,43,206,40,202,35
35,Rio de Janeiro,Capital,2022m02,61,58,94,27,40,71,56,209,57,160,30
35,Rio de Janeiro,Capital,2022m03,83,62,92,19,42,53,68,253,48,257,17
35,Rio de Janeiro,Capital,2022m04,85,46,71,22,41,78,64,182,63,164,19
35,Rio de Janeiro,Capital,2022m05,70,48,76,22,32,62,76,221,57,177,26
35,Rio de Janeiro,Capital,2022m06,40,62,80,14,24,74,52,191,57,147,17
36,Rio de Janeiro,Capital,2018m01,37,91,112,14,36,31,10,99,30,124,28
36,Rio de Janeiro,Capital,2018m02,14,79,107,20,17,21,9,88,45,97,33
36,Rio de Janeiro,Capital,2018m03,15,102,146,15,24,33,13,104,51,130,19
36,Rio de Janeiro,Capital,2018m04,18,100,140,20,22,28,22,120,44,146,32
36,Rio de Janeiro,Capital,2018m05,21,127,159,15,28,29,20,110,44,139,26
36,Rio de Janeiro,Capital,2018m06,24,123,162,15,23,20,12,114,70,140,34
36,Rio de Janeiro,Capital,2018m07,18,111,178,26,15,24,22,98,44,128,16
36,Rio de Janeiro,Capital,2018m08,35,85,114,11,21,11,20,103,42,132,44
36,Rio de Janeiro,Capital,2018m09,27,76,98,10,16,14,15,113,54,131,18
36,Rio de Janeiro,Capital,2018m10,15,71,111,31,20,8,9,145,46,170,21
36,Rio de Janeiro,Capital,2018m11,23,104,140,22,26,24,30,126,49,141,14
36,Rio de Janeiro,Capital,2018m12,13,92,116,16,36,14,29,137,35,181,12
36,Rio de Janeiro,Capital,2019m01,17,86,133,39,22,22,31,131,41,188,25
36,Rio de Janeiro,Capital,2019m02,10,60,85,18,22,23,19,94,48,121,9
36,Rio de Janeiro,Capital,2019m03,14,44,87,28,48,20,38,119,45,158,11
36,Rio de Janeiro,Capital,2019m04,17,27,54,20,11,15,23,117,41,152,14
36,Rio de Janeiro,Capital,2019m05,22,60,97,20,16,25,22,139,57,139,13
36,Rio de Janeiro,Capital,2019m06,12,16,32,5,22,22,27,94,35,115,10
36,Rio de Janeiro,Capital,2019m07,15,39,79,21,21,20,13,65,39,108,19
36,Rio de Janeiro,Capital,2019m08,24,56,81,16,43,16,46,125,41,116,11
36,Rio de Janeiro,Capital,2019m09,16,31,49,13,27,21,21,78,32,109,13
36,Rio de Janeiro,Capital,2019m10,18,70,101,15,16,17,10,114,46,143,17
36,Rio de Janeiro,Capital,2019m11,13,46,69,17,14,22,11,97,25,116,13
36,Rio de Janeiro,Capital,2019m12,27,43,66,17,16,16,13,75,42,118,15
36,Rio de Janeiro,Capital,2020m01,15,47,58,9,21,25,14,77,17,100,15
36,Rio de Janeiro,Capital,2020m02,14,61,91,26,21,29,13,78,40,127,8
36,Rio de Janeiro,Capital,2020m03,14,46,69,19,16,14,7,80,15,99,9
36,Rio de Janeiro,Capital,2020m04,8,51,62,9,5,16,6,59,13,90,6
36,Rio de Janeiro,Capital,2020m05,7,31,49,12,8,16,12,70,6,83,7
36,Rio de Janeiro,Capital,2020m06,8,32,44,8,4,19,7,72,16,88,5
36,Rio de Janeiro,Capital,2020m07,7,37,49,8,5,21,5,74,20,95,13
36,Rio de Janeiro,Capital,2020m08,6,31,46,8,6,16,6,102,21,116,10
36,Rio de Janeiro,Capital,2020m09,6,20,32,8,11,11,6,66,17,78,8
36,Rio de Janeiro,Capital,2020m10,10,35,65,15,18,12,12,77,24,95,5
36,Rio de Janeiro,Capital,2020m11,12,44,64,10,8,21,18,79,27,113,9
36,Rio de Janeiro,Capital,2020m12,12,37,60,16,7,12,16,83,20,129,7
36,Rio de Janeiro,Capital,2021m01,12,41,59,11,15,16,16,104,25,168,9
36,Rio de Janeiro,Capital,2021m02,6,36,55,11,6,11,8,88,28,129,7
36,Rio de Janeiro,Capital,2021m03,14,33,65,18,11,19,16,97,14,123,6
36,Rio de Janeiro,Capital,2021m04,10,33,41,3,3,21,10,83,21,112,6
36,Rio de Janeiro,Capital,2021m05,12,41,48,4,5,29,5,54,15,84,5
36,Rio de Janeiro,Capital,2021m06,12,42,56,5,2,10,6,56,19,64,10
36,Rio de Janeiro,Capital,2021m07,14,39,54,7,7,22,5,68,22,73,5
36,Rio de Janeiro,Capital,2021m08,15,32,48,7,5,20,8,95,22,87,6
36,Rio de Janeiro,Capital,2021m09,18,33,48,10,11,13,6,85,20,106,9
36,Rio de Janeiro,Capital,2021m10,13,36,53,10,6,15,3,74,25,114,11
36,Rio de Janeiro,Capital,2021m11,13,30,39,2,5,12,14,73,24,116,25
36,Rio de Janeiro,Capital,2021m12,9,29,49,7,7,21,16,88,32,124,12
36,Rio de Janeiro,Capital,2022m01,11,40,51,3,11,30,13,72,21,107,15
36,Rio de Janeiro,Capital,2022m02,15,27,33,6,11,19,13,80,27,140,18
36,Rio de Janeiro,Capital,2022m03,15,32,50,7,4,22,14,92,22,128,4
36,Rio de Janeiro,Capital,2022m04,18,24,35,7,7,28,8,92,25,121,9
36,Rio de Janeiro,Capital,2022m05,24,39,58,10,8,25,9,105,24,123,17
36,Rio de Janeiro,Capital,2022m06,16,22,32,9,9,12,12,83,22,99,17
37,Rio de Janeiro,Capital,2018m01,40,85,112,19,28,17,18,54,40,75,31
37,Rio de Janeiro,Capital,2018m02,24,81,114,17,20,11,11,27,29,43,12
37,Rio de Janeiro,Capital,2018m03,23,69,98,15,18,27,17,44,35,41,11
37,Rio de Janeiro,Capital,2018m04,30,63,96,18,19,35,15,46,42,41,17
37,Rio de Janeiro,Capital,2018m05,9,62,85,9,23,30,15,36,40,43,12
37,Rio de Janeiro,Capital,2018m06,9,76,95,13,27,20,10,48,44,73,9
37,Rio de Janeiro,Capital,2018m07,20,59,80,14,27,42,17,52,32,51,18
37,Rio de Janeiro,Capital,2018m08,18,51,64,8,11,34,16,30,40,38,21
37,Rio de Janeiro,Capital,2018m09,21,63,77,11,9,23,14,66,27,72,13
37,Rio de Janeiro,Capital,2018m10,7,56,84,15,10,30,24,38,30,67,13
37,Rio de Janeiro,Capital,2018m11,11,51,74,11,15,27,7,54,36,75,13
37,Rio de Janeiro,Capital,2018m12,11,53,65,9,4,23,13,41,38,52,16
37,Rio de Janeiro,Capital,2019m01,8,64,92,24,18,26,21,49,21,58,19
37,Rio de Janeiro,Capital,2019m02,6,82,103,14,13,22,11,33,30,59,18
37,Rio de Janeiro,Capital,2019m03,11,53,69,13,22,17,11,38,33,50,18
37,Rio de Janeiro,Capital,2019m04,7,46,63,11,14,18,6,46,38,57,16
37,Rio de Janeiro,Capital,2019m05,9,44,61,8,16,22,11,43,30,63,18
37,Rio de Janeiro,Capital,2019m06,10,63,75,9,9,14,7,38,33,37,19
37,Rio de Janeiro,Capital,2019m07,6,60,76,11,14,21,16,37,28,76,20
37,Rio de Janeiro,Capital,2019m08,11,49,63,7,16,28,17,41,27,59,29
37,Rio de Janeiro,Capital,2019m09,11,43,63,15,7,13,11,57,38,72,24
37,Rio de Janeiro,Capital,2019m10,18,38,54,10,16,14,21,45,36,57,14
37,Rio de Janeiro,Capital,2019m11,15,40,59,15,29,12,29,40,26,71,15
37,Rio de Janeiro,Capital,2019m12,9,50,59,7,22,12,16,39,36,72,11
37,Rio de Janeiro,Capital,2020m01,20,46,56,7,24,11,13,28,11,56,17
37,Rio de Janeiro,Capital,2020m02,12,33,40,3,17,23,10,49,19,75,16
37,Rio de Janeiro,Capital,2020m03,9,44,51,3,13,17,11,55,25,51,8
37,Rio de Janeiro,Capital,2020m04,10,44,54,4,18,5,3,31,6,29,12
37,Rio de Janeiro,Capital,2020m05,7,16,23,7,3,6,4,31,12,14,4
37,Rio de Janeiro,Capital,2020m06,8,19,27,5,8,7,8,30,14,31,10
37,Rio de Janeiro,Capital,2020m07,9,41,56,11,10,7,4,50,22,40,12
37,Rio de Janeiro,Capital,2020m08,6,29,46,11,6,17,6,54,26,43,18
37,Rio de Janeiro,Capital,2020m09,5,48,55,6,8,11,10,40,24,61,12
37,Rio de Janeiro,Capital,2020m10,7,28,39,8,10,9,10,55,29,54,15
37,Rio de Janeiro,Capital,2020m11,4,34,48,11,8,7,15,47,16,45,13
37,Rio de Janeiro,Capital,2020m12,7,17,35,10,6,12,9,55,31,57,21
37,Rio de Janeiro,Capital,2021m01,10,30,46,15,4,6,4,40,27,62,18
37,Rio de Janeiro,Capital,2021m02,4,19,26,4,4,10,8,39,18,37,12
37,Rio de Janeiro,Capital,2021m03,8,30,41,8,16,9,8,49,35,39,24
37,Rio de Janeiro,Capital,2021m04,8,37,47,5,9,6,7,40,25,50,19
37,Rio de Janeiro,Capital,2021m05,7,29,37,5,5,7,14,41,15,46,20
37,Rio de Janeiro,Capital,2021m06,16,23,30,4,11,12,7,58,16,46,38
37,Rio de Janeiro,Capital,2021m07,9,35,45,8,14,11,4,41,19,41,20
37,Rio de Janeiro,Capital,2021m08,14,20,29,7,13,16,10,44,20,30,22
37,Rio de Janeiro,Capital,2021m09,8,24,34,6,7,15,12,48,22,57,22
37,Rio de Janeiro,Capital,2021m10,4,11,18,5,12,8,11,40,19,52,22
37,Rio de Janeiro,Capital,2021m11,14,13,17,3,10,36,17,28,8,28,16
37,Rio de Janeiro,Capital,2021m12,11,9,17,6,17,23,13,47,17,36,16
37,Rio de Janeiro,Capital,2022m01,5,24,30,5,10,16,3,40,18,43,19
37,Rio de Janeiro,Capital,2022m02,12,21,33,8,14,8,15,55,16,46,18
37,Rio de Janeiro,Capital,2022m03,15,23,31,3,14,18,16,63,19,66,14
37,Rio de Janeiro,Capital,2022m04,17,15,20,5,12,21,15,51,9,44,10
37,Rio de Janeiro,Capital,2022m05,22,28,34,2,14,14,24,55,20,38,28
37,Rio de Janeiro,Capital,2022m06,10,21,30,7,9,20,21,64,16,47,22
38,Rio de Janeiro,Capital,2018m01,131,98,153,29,7,28,7,58,25,56,77
38,Rio de Janeiro,Capital,2018m02,61,82,144,46,8,23,7,55,17,56,57
38,Rio de Janeiro,Capital,2018m03,123,84,137,29,5,30,6,60,25,83,57
38,Rio de Janeiro,Capital,2018m04,79,134,211,53,9,34,7,55,52,44,70
38,Rio de Janeiro,Capital,2018m05,68,104,182,59,5,48,9,53,36,60,55
38,Rio de Janeiro,Capital,2018m06,68,107,179,39,6,30,6,52,23,63,33
38,Rio de Janeiro,Capital,2018m07,47,110,202,52,6,33,8,74,19,50,23
38,Rio de Janeiro,Capital,2018m08,75,129,215,36,11,34,7,43,49,56,33
38,Rio de Janeiro,Capital,2018m09,88,114,157,28,5,33,10,63,32,53,45
38,Rio de Janeiro,Capital,2018m10,98,172,264,45,8,21,11,51,33,56,54
38,Rio de Janeiro,Capital,2018m11,96,98,192,68,9,26,5,59,29,61,65
38,Rio de Janeiro,Capital,2018m12,109,70,136,43,8,20,9,40,28,50,54
38,Rio de Janeiro,Capital,2019m01,91,85,157,58,8,22,8,56,30,82,67
38,Rio de Janeiro,Capital,2019m02,86,87,154,38,4,18,8,56,29,43,53
38,Rio de Janeiro,Capital,2019m03,104,110,172,32,3,24,4,56,23,51,73
38,Rio de Janeiro,Capital,2019m04,68,116,197,48,7,24,6,51,30,57,57
38,Rio de Janeiro,Capital,2019m05,62,94,156,39,5,29,6,55,19,51,49
38,Rio de Janeiro,Capital,2019m06,49,95,151,32,6,8,11,47,34,58,34
38,Rio de Janeiro,Capital,2019m07,55,83,130,30,7,13,8,68,56,57,54
38,Rio de Janeiro,Capital,2019m08,46,78,149,53,3,18,6,39,59,52,42
38,Rio de Janeiro,Capital,2019m09,45,89,155,43,4,18,8,57,29,62,26
38,Rio de Janeiro,Capital,2019m10,69,101,164,43,5,10,8,61,29,62,26
38,Rio de Janeiro,Capital,2019m11,58,97,159,36,4,9,16,57,31,51,41
38,Rio de Janeiro,Capital,2019m12,55,80,123,27,8,20,6,51,27,49,29
38,Rio de Janeiro,Capital,2020m01,58,99,150,33,1,13,7,49,21,48,42
38,Rio de Janeiro,Capital,2020m02,57,89,150,33,5,8,11,49,23,61,35
38,Rio de Janeiro,Capital,2020m03,52,56,111,41,2,13,6,34,19,42,21
38,Rio de Janeiro,Capital,2020m04,49,40,61,20,1,18,4,28,17,46,36
38,Rio de Janeiro,Capital,2020m05,41,37,56,15,3,21,3,17,20,24,30
38,Rio de Janeiro,Capital,2020m06,38,35,59,15,1,18,2,35,9,31,14
38,Rio de Janeiro,Capital,2020m07,40,49,95,33,3,18,9,37,21,41,33
38,Rio de Janeiro,Capital,2020m08,32,50,84,23,1,12,8,58,32,47,50
38,Rio de Janeiro,Capital,2020m09,27,65,109,29,1,11,4,51,27,39,32
38,Rio de Janeiro,Capital,2020m10,42,54,89,25,3,16,0,33,22,36,38
38,Rio de Janeiro,Capital,2020m11,42,46,81,21,5,18,7,38,21,45,36
38,Rio de Janeiro,Capital,2020m12,53,48,84,31,0,14,8,34,25,41,38
38,Rio de Janeiro,Capital,2021m01,30,39,83,34,3,11,6,43,19,55,43
38,Rio de Janeiro,Capital,2021m02,50,59,106,36,4,9,5,47,14,51,55
38,Rio de Janeiro,Capital,2021m03,36,62,94,24,0,23,6,41,21,49,57
38,Rio de Janeiro,Capital,2021m04,40,50,88,20,0,24,5,40,26,50,65
38,Rio de Janeiro,Capital,2021m05,42,57,93,20,4,17,2,39,21,35,50
38,Rio de Janeiro,Capital,2021m06,33,46,75,17,2,17,8,40,22,31,39
38,Rio de Janeiro,Capital,2021m07,37,45,88,25,2,16,10,44,19,43,36
38,Rio de Janeiro,Capital,2021m08,28,38,70,16,5,16,5,40,21,44,37
38,Rio de Janeiro,Capital,2021m09,31,52,90,27,3,12,3,38,11,58,28
38,Rio de Janeiro,Capital,2021m10,36,46,68,15,0,15,4,35,18,38,25
38,Rio de Janeiro,Capital,2021m11,42,34,56,13,5,16,14,58,16,36,26
38,Rio de Janeiro,Capital,2021m12,61,44,63,16,1,9,11,39,11,44,22
38,Rio de Janeiro,Capital,2022m01,66,44,76,23,1,17,7,46,15,64,27
38,Rio de Janeiro,Capital,2022m02,48,25,50,22,6,17,6,66,20,57,50
38,Rio de Janeiro,Capital,2022m03,43,41,76,30,6,25,10,56,24,50,23
38,Rio de Janeiro,Capital,2022m04,52,32,58,22,3,16,12,45,18,47,17
38,Rio de Janeiro,Capital,2022m05,65,41,60,16,7,9,9,59,31,56,33
38,Rio de Janeiro,Capital,2022m06,44,36,74,32,4,13,10,50,24,35,26
39,Rio de Janeiro,Capital,2018m01,274,92,187,54,8,11,4,29,32,36,359
39,Rio de Janeiro,Capital,2018m02,243,98,164,33,9,9,2,27,12,28,301
39,Rio de Janeiro,Capital,2018m03,394,110,200,34,13,6,3,27,28,38,356
39,Rio de Janeiro,Capital,2018m04,223,98,184,49,9,12,4,25,19,37,301
39,Rio de Janeiro,Capital,2018m05,221,109,196,40,8,9,6,12,15,38,283
39,Rio de Janeiro,Capital,2018m06,219,105,175,30,11,11,3,18,18,36,272
39,Rio de Janeiro,Capital,2018m07,103,92,164,36,7,7,8,30,23,31,225
39,Rio de Janeiro,Capital,2018m08,202,87,173,46,10,18,5,16,18,30,279
39,Rio de Janeiro,Capital,2018m09,242,78,134,37,13,17,6,17,19,45,285
39,Rio de Janeiro,Capital,2018m10,271,113,218,59,16,22,6,20,16,39,310
39,Rio de Janeiro,Capital,2018m11,193,125,214,35,12,18,8,22,17,25,214
39,Rio de Janeiro,Capital,2018m12,145,83,142,22,13,30,6,32,19,39,189
39,Rio de Janeiro,Capital,2019m01,105,131,212,49,11,30,12,38,16,42,234
39,Rio de Janeiro,Capital,2019m02,150,128,207,36,14,22,12,46,23,45,231
39,Rio de Janeiro,Capital,2019m03,196,140,227,31,11,20,5,34,6,44,161
39,Rio de Janeiro,Capital,2019m04,183,151,267,64,18,17,5,33,11,48,153
39,Rio de Janeiro,Capital,2019m05,175,142,269,61,16,11,11,21,12,39,152
39,Rio de Janeiro,Capital,2019m06,133,91,195,47,10,15,4,31,13,40,95
39,Rio de Janeiro,Capital,2019m07,141,107,196,56,9,21,5,35,12,44,105
39,Rio de Janeiro,Capital,2019m08,130,95,170,37,18,16,6,24,9,32,77
39,Rio de Janeiro,Capital,2019m09,113,101,206,42,7,13,12,42,12,33,88
39,Rio de Janeiro,Capital,2019m10,109,110,198,44,17,13,12,34,14,50,85
39,Rio de Janeiro,Capital,2019m11,149,102,204,41,18,15,10,24,18,46,105
39,Rio de Janeiro,Capital,2019m12,166,115,180,26,13,10,7,20,49,46,141
39,Rio de Janeiro,Capital,2020m01,203,164,256,36,9,12,10,27,14,45,178
39,Rio de Janeiro,Capital,2020m02,231,170,309,39,11,13,7,24,10,32,179
39,Rio de Janeiro,Capital,2020m03,129,132,268,34,4,12,5,21,7,39,105
39,Rio de Janeiro,Capital,2020m04,105,88,166,29,3,11,1,20,1,28,63
39,Rio de Janeiro,Capital,2020m05,86,82,145,33,4,14,1,23,1,23,70
39,Rio de Janeiro,Capital,2020m06,87,103,186,42,6,11,2,15,4,33,68
39,Rio de Janeiro,Capital,2020m07,74,112,209,48,7,11,4,23,7,29,157
39,Rio de Janeiro,Capital,2020m08,59,61,109,21,3,16,2,24,14,25,205
