DP,munic,Regiao,mes_ano,roubo_veiculo,roubo_transeunte,roubo_rua,roubo_celular,furto_transeunte,furto_veiculos,furto_celular,ameaca,lesao_corp_culposa,lesao_corp_dolosa,recuperacao_veiculos
1,Rio de Janeiro,Capital,2018m01,5,49,67,13,52,5,23,7,7,9,2
1,Rio de Janeiro,Capital,2018m02,2,85,136,44,115,4,95,5,6,15,2
1,Rio de Janeiro,Capital,2018m03,4,52,75,22,69,2,33,10,5,12,3
1,Rio de Janeiro,Capital,2018m04,6,64,89,23,46,4,31,8,6,7,3
1,Rio de Janeiro,Capital,2018m05,6,61,87,18,39,1,22,9,4,10,0
1,Rio de Janeiro,Capital,2018m06,3,61,81,19,42,1,39,9,6,12,0
1,Rio de Janeiro,Capital,2018m07,2,88,127,33,82,2,60,13,8,11,2
1,Rio de Janeiro,Capital,2018m08,1,76,97,14,63,5,22,11,15,24,1
1,Rio de Janeiro,Capital,2018m09,2,69,93,14,73,3,29,11,6,15,2
1,Rio de Janeiro,Capital,2018m10,2,80,107,14,74,2,26,9,9,6,0
1,Rio de Janeiro,Capital,2018m11,2,106,145,32,74,2,40,12,10,14,0
1,Rio de Janeiro,Capital,2018m12,4,123,158,24,85,2,34,9,12,6,0
1,Rio de Janeiro,Capital,2019m01,2,97,129,20,72,2,47,11,5,10,1
1,Rio de Janeiro,Capital,2019m02,1,106,152,31,125,6,74,9,7,7,3
1,Rio de Janeiro,Capital,2019m03,2,142,213,53,221,4,84,10,11,24,1
1,Rio de Janeiro,Capital,2019m04,1,97,134,20,63,5,25,11,2,13,3
1,Rio de Janeiro,Capital,2019m05,0,58,84,14,45,5,23,12,8,10,0
1,Rio de Janeiro,Capital,2019m06,1,50,83,23,53,2,25,10,12,19,1
1,Rio de Janeiro,Capital,2019m07,2,63,87,15,58,2,38,9,3,13,0
1,Rio de Janeiro,Capital,2019m08,2,50,79,26,42,2,27,13,4,8,0
1,Rio de Janeiro,Capital,2019m09,0,57,78,10,42,2,25,10,7,11,1
1,Rio de Janeiro,Capital,2019m10,0,42,81,25,55,2,36,15,7,21,0
1,Rio de Janeiro,Capital,2019m11,0,71,116,26,131,4,91,18,5,9,0
1,Rio de Janeiro,Capital,2019m12,1,58,109,21,53,4,60,9,7,8,1
1,Rio de Janeiro,Capital,2020m01,0,62,107,32,60,5,54,8,2,8,1
1,Rio de Janeiro,Capital,2020m02,0,108,152,31,103,4,121,15,6,23,0
1,Rio de Janeiro,Capital,2020m03,1,78,109,25,65,5,59,8,2,11,1
1,Rio de Janeiro,Capital,2020m04,1,19,31,9,9,7,14,3,1,2,2
1,Rio de Janeiro,Capital,2020m05,0,29,32,3,4,8,1,4,0,5,0
1,Rio de Janeiro,Capital,2020m06,1,22,35,8,12,7,10,3,0,3,1
1,Rio de Janeiro,Capital,2020m07,0,58,85,20,27,2,19,9,4,4,0
1,Rio de Janeiro,Capital,2020m08,0,58,70,4,38,5,16,5,1,7,2
1,Rio de Janeiro,Capital,2020m09,0,74,88,9,41,6,22,5,1,9,1
1,Rio de Janeiro,Capital,2020m10,0,74,98,15,49,2,25,11,5,2,1
1,Rio de Janeiro,Capital,2020m11,0,70,97,19,31,3,28,8,3,10,1
1,Rio de Janeiro,Capital,2020m12,1,86,108,17,50,3,25,11,2,12,0
1,Rio de Janeiro,Capital,2021m01,0,74,102,17,32,4,20,13,4,15,1
1,Rio de Janeiro,Capital,2021m02,0,53,77,12,23,1,25,13,3,7,1
1,Rio de Janeiro,Capital,2021m03,0,63,93,21,48,2,19,19,5,10,3
1,Rio de Janeiro,Capital,2021m04,0,39,64,11,21,2,15,7,5,6,0
1,Rio de Janeiro,Capital,2021m05,0,36,57,12,24,3,8,6,3,4,0
1,Rio de Janeiro,Capital,2021m06,0,42,56,6,29,3,19,6,3,6,1
1,Rio de Janeiro,Capital,2021m07,3,47,65,10,30,1,20,13,4,16,0
1,Rio de Janeiro,Capital,2021m08,0,35,50,14,22,1,21,5,0,6,0
1,Rio de Janeiro,Capital,2021m09,0,40,53,9,23,0,23,5,1,6,2
1,Rio de Janeiro,Capital,2021m10,2,26,43,13,16,2,15,12,2,9,0
1,Rio de Janeiro,Capital,2021m11,1,57,72,13,49,2,22,8,0,7,2
1,Rio de Janeiro,Capital,2021m12,0,50,65,11,39,0,27,6,2,8,6
1,Rio de Janeiro,Capital,2022m01,1,31,36,4,35,3,57,5,2,8,0
1,Rio de Janeiro,Capital,2022m02,1,61,68,5,121,2,79,10,0,6,0
1,Rio de Janeiro,Capital,2022m03,0,76,97,18,142,2,130,11,0,13,1
1,Rio de Janeiro,Capital,2022m04,0,91,115,23,214,9,133,18,4,9,0
1,Rio de Janeiro,Capital,2022m05,1,65,77,9,89,7,49,7,3,11,0
1,Rio de Janeiro,Capital,2022m06,3,50,62,8,73,5,42,10,2,4,0
4,Rio de Janeiro,Capital,2018m01,15,63,78,12,71,4,37,19,21,19,26
4,Rio de Janeiro,Capital,2018m02,9,67,107,29,59,3,40,13,13,18,11
4,Rio de Janeiro,Capital,2018m03,8,61,99,21,58,5,43,12,24,21,18
4,Rio de Janeiro,Capital,2018m04,7,88,129,24,48,2,26,16,29,19,19
4,Rio de Janeiro,Capital,2018m05,10,69,105,19,56,1,31,18,11,13,6
4,Rio de Janeiro,Capital,2018m06,5,60,95,24,62,3,30,33,14,21,10
4,Rio de Janeiro,Capital,2018m07,6,70,115,16,63,4,45,12,12,22,7
4,Rio de Janeiro,Capital,2018m08,3,95,169,30,68,6,40,20,20,21,9
4,Rio de Janeiro,Capital,2018m09,5,105,161,30,59,2,40,16,17,26,7
4,Rio de Janeiro,Capital,2018m10,6,88,129,23,57,6,39,20,9,24,22
4,Rio de Janeiro,Capital,2018m11,8,83,127,20,64,6,45,18,8,17,24
4,Rio de Janeiro,Capital,2018m12,12,84,122,20,50,4,44,16,25,17,14
4,Rio de Janeiro,Capital,2019m01,9,75,117,21,66,6,48,12,17,19,4
4,Rio de Janeiro,Capital,2019m02,11,65,123,20,62,5,35,12,15,22,10
4,Rio de Janeiro,Capital,2019m03,8,73,119,18,63,3,27,15,8,20,4
4,Rio de Janeiro,Capital,2019m04,8,59,112,10,51,1,22,15,9,30,9
4,Rio de Janeiro,Capital,2019m05,6,62,128,17,73,10,32,10,18,22,7
4,Rio de Janeiro,Capital,2019m06,12,52,81,13,60,3,40,8,18,18,11
4,Rio de Janeiro,Capital,2019m07,7,53,89,19,64,2,67,19,22,16,6
4,Rio de Janeiro,Capital,2019m08,4,39,83,22,62,1,41,7,21,9,4
4,Rio de Janeiro,Capital,2019m09,4,47,70,14,53,3,33,8,9,14,2
4,Rio de Janeiro,Capital,2019m10,6,32,69,14,65,7,41,9,11,15,6
4,Rio de Janeiro,Capital,2019m11,4,56,109,25,79,5,61,11,11,27,2
4,Rio de Janeiro,Capital,2019m12,11,38,80,22,49,4,39,15,7,25,4
4,Rio de Janeiro,Capital,2020m01,4,59,99,19,66,5,50,10,8,27,5
4,Rio de Janeiro,Capital,2020m02,9,56,86,21,80,4,68,12,9,27,0
4,Rio de Janeiro,Capital,2020m03,5,40,57,13,37,1,29,3,1,13,3
4,Rio de Janeiro,Capital,2020m04,3,11,14,3,3,3,4,4,2,3,1
4,Rio de Janeiro,Capital,2020m05,5,8,15,6,6,0,6,1,3,8,2
4,Rio de Janeiro,Capital,2020m06,5,16,24,6,8,2,7,5,1,10,0
4,Rio de Janeiro,Capital,2020m07,5,31,39,6,23,6,12,3,8,8,5
4,Rio de Janeiro,Capital,2020m08,6,22,30,6,26,2,15,11,5,14,2
4,Rio de Janeiro,Capital,2020m09,5,38,51,10,21,2,16,14,4,14,5
4,Rio de Janeiro,Capital,2020m10,3,42,67,14,28,2,24,11,5,17,3
4,Rio de Janeiro,Capital,2020m11,10,53,84,27,46,5,38,13,9,26,3
4,Rio de Janeiro,Capital,2020m12,1,54,74,12,34,1,23,10,5,20,5
4,Rio de Janeiro,Capital,2021m01,1,30,60,14,42,1,24,21,4,15,1
4,Rio de Janeiro,Capital,2021m02,3,32,56,18,28,4,25,13,0,19,2
4,Rio de Janeiro,Capital,2021m03,4,35,64,14,27,3,19,12,12,15,3
4,Rio de Janeiro,Capital,2021m04,0,28,54,2,24,0,21,15,5,15,5
4,Rio de Janeiro,Capital,2021m05,7,31,67,14,26,3,24,8,4,9,7
4,Rio de Janeiro,Capital,2021m06,6,37,71,9,30,2,21,8,10,17,1
4,Rio de Janeiro,Capital,2021m07,4,31,54,9,21,4,17,12,9,13,1
4,Rio de Janeiro,Capital,2021m08,1,38,57,7,18,1,19,10,11,24,1
4,Rio de Janeiro,Capital,2021m09,1,27,46,10,19,3,19,9,3,21,3
4,Rio de Janeiro,Capital,2021m10,2,34,57,9,30,3,20,14,3,12,5
4,Rio de Janeiro,Capital,2021m11,2,47,64,15,33,6,37,12,4,20,1
4,Rio de Janeiro,Capital,2021m12,2,30,45,10,44,1,31,10,6,16,14
4,Rio de Janeiro,Capital,2022m01,4,43,63,9,53,2,49,15,7,14,0
4,Rio de Janeiro,Capital,2022m02,4,50,83,20,61,4,110,14,2,13,1
4,Rio de Janeiro,Capital,2022m03,1,56,101,28,91,3,144,18,9,32,1
4,Rio de Janeiro,Capital,2022m04,5,74,113,22,123,3,106,15,12,15,2
4,Rio de Janeiro,Capital,2022m05,6,65,116,26,54,3,71,10,6,18,2
4,Rio de Janeiro,Capital,2022m06,4,51,105,34,45,4,59,10,13,13,3
5,Rio de Janeiro,Capital,2018m01,7,121,165,36,115,7,77,32,11,46,5
5,Rio de Janeiro,Capital,2018m02,5,189,267,69,185,6,111,39,6,70,4
5,Rio de Janeiro,Capital,2018m03,13,147,195,39,71,2,44,29,14,39,4
5,Rio de Janeiro,Capital,2018m04,14,109,141,26,84,10,30,28,23,37,8
5,Rio de Janeiro,Capital,2018m05,7,124,158,27,74,10,41,38,19,33,15
5,Rio de Janeiro,Capital,2018m06,8,135,188,44,63,10,40,27,23,46,9
5,Rio de Janeiro,Capital,2018m07,15,107,163,33,70,7,62,14,20,36,10
5,Rio de Janeiro,Capital,2018m08,7,136,187,38,61,6,43,37,10,46,18
5,Rio de Janeiro,Capital,2018m09,7,103,153,37,56,12,32,26,14,47,21
5,Rio de Janeiro,Capital,2018m10,9,126,165,31,68,10,70,22,13,31,17
5,Rio de Janeiro,Capital,2018m11,15,175,222,36,81,7,45,32,10,42,5
5,Rio de Janeiro,Capital,2018m12,11,154,219,53,89,5,48,31,18,41,8
5,Rio de Janeiro,Capital,2019m01,14,131,196,38,71,6,50,29,13,37,9
5,Rio de Janeiro,Capital,2019m02,6,232,357,56,110,6,72,35,11,42,6
5,Rio de Janeiro,Capital,2019m03,2,310,440,96,346,4,187,22,5,69,1
5,Rio de Janeiro,Capital,2019m04,5,105,160,26,82,3,27,30,9,40,4
5,Rio de Janeiro,Capital,2019m05,2,112,149,26,71,4,66,26,9,36,6
5,Rio de Janeiro,Capital,2019m06,1,82,123,26,78,4,43,23,16,26,1
5,Rio de Janeiro,Capital,2019m07,4,98,127,22,90,4,52,36,14,26,1
5,Rio de Janeiro,Capital,2019m08,7,110,139,19,87,2,71,35,10,31,3
5,Rio de Janeiro,Capital,2019m09,4,117,156,31,66,3,54,28,6,54,2
5,Rio de Janeiro,Capital,2019m10,2,91,143,39,79,3,75,27,10,39,0
5,Rio de Janeiro,Capital,2019m11,2,93,120,21,75,6,84,28,12,27,2
5,Rio de Janeiro,Capital,2019m12,5,96,129,23,79,7,63,26,20,37,2
5,Rio de Janeiro,Capital,2020m01,5,130,179,36,117,10,93,32,19,30,0
5,Rio de Janeiro,Capital,2020m02,2,247,337,77,207,2,157,20,8,64,0
5,Rio de Janeiro,Capital,2020m03,3,263,333,61,182,5,126,18,5,34,1
5,Rio de Janeiro,Capital,2020m04,2,24,38,12,13,8,14,13,5,10,2
5,Rio de Janeiro,Capital,2020m05,1,19,24,5,7,2,13,8,0,14,0
5,Rio de Janeiro,Capital,2020m06,6,34,44,7,8,11,7,10,2,9,4
5,Rio de Janeiro,Capital,2020m07,5,53,70,17,18,8,9,14,11,11,3
5,Rio de Janeiro,Capital,2020m08,5,60,79,16,34,11,15,16,4,16,1
5,Rio de Janeiro,Capital,2020m09,4,41,46,4,17,9,10,24,5,23,5
5,Rio de Janeiro,Capital,2020m10,3,82,116,25,34,13,34,29,5,28,5
5,Rio de Janeiro,Capital,2020m11,8,84,117,27,24,8,36,34,11,17,5
5,Rio de Janeiro,Capital,2020m12,1,98,128,29,37,16,24,19,11,24,3
5,Rio de Janeiro,Capital,2021m01,6,108,144,27,31,14,37,27,3,27,6
5,Rio de Janeiro,Capital,2021m02,5,80,119,30,25,9,32,28,9,23,5
5,Rio de Janeiro,Capital,2021m03,3,90,115,21,26,23,32,33,12,34,6
5,Rio de Janeiro,Capital,2021m04,2,93,122,15,34,7,18,31,9,26,3
5,Rio de Janeiro,Capital,2021m05,2,94,118,20,35,8,30,28,6,42,6
5,Rio de Janeiro,Capital,2021m06,3,90,118,16,42,10,41,39,6,22,2
5,Rio de Janeiro,Capital,2021m07,4,119,152,25,58,9,56,36,11,26,3
5,Rio de Janeiro,Capital,2021m08,4,113,136,14,57,9,63,26,10,34,7
5,Rio de Janeiro,Capital,2021m09,3,139,184,22,70,14,55,24,8,32,2
5,Rio de Janeiro,Capital,2021m10,4,161,191,19,58,17,64,28,5,29,2
5,Rio de Janeiro,Capital,2021m11,4,110,141,25,51,17,95,20,7,40,1
5,Rio de Janeiro,Capital,2021m12,2,98,132,30,40,11,71,20,11,32,2
5,Rio de Janeiro,Capital,2022m01,3,92,140,45,53,12,88,26,10,24,3
5,Rio de Janeiro,Capital,2022m02,3,111,170,53,96,5,114,23,4,33,4
5,Rio de Janeiro,Capital,2022m03,2,147,209,55,109,14,131,31,11,44,1
5,Rio de Janeiro,Capital,2022m04,4,189,242,46,115,13,183,19,9,35,4
5,Rio de Janeiro,Capital,2022m05,6,106,155,35,59,11,78,32,7,44,3
5,Rio de Janeiro,Capital,2022m06,3,119,152,32,73,10,85,21,9,38,4
6,Rio de Janeiro,Capital,2018m01,20,61,99,24,13,5,17,23,13,34,34
6,Rio de Janeiro,Capital,2018m02,25,78,107,14,36,7,24,25,31,44,38
6,Rio de Janeiro,Capital,2018m03,22,89,136,17,17,11,31,27,25,39,44
6,Rio de Janeiro,Capital,2018m04,27,69,117,20,17,11,20,31,22,39,67
6,Rio de Janeiro,Capital,2018m05,20,63,106,14,20,3,15,23,39,20,46
6,Rio de Janeiro,Capital,2018m06,15,64,105,18,23,9,27,15,14,21,27
6,Rio de Janeiro,Capital,2018m07,20,58,85,12,17,8,14,22,28,24,48
6,Rio de Janeiro,Capital,2018m08,20,62,100,11,22,8,20,18,33,35,63
6,Rio de Janeiro,Capital,2018m09,19,57,108,24,19,8,17,20,31,25,36
6,Rio de Janeiro,Capital,2018m10,25,62,124,19,15,6,25,25,17,40,66
6,Rio de Janeiro,Capital,2018m11,19,58,114,19,14,2,25,12,25,27,47
6,Rio de Janeiro,Capital,2018m12,25,52,102,13,13,11,27,26,39,35,24
6,Rio de Janeiro,Capital,2019m01,18,63,132,16,15,9,16,33,25,40,25
6,Rio de Janeiro,Capital,2019m02,28,68,153,15,15,16,16,28,27,32,21
6,Rio de Janeiro,Capital,2019m03,16,70,116,15,30,12,18,24,31,40,22
6,Rio de Janeiro,Capital,2019m04,16,60,110,17,19,11,16,21,21,31,28
6,Rio de Janeiro,Capital,2019m05,18,40,99,14,12,10,13,28,21,25,18
6,Rio de Janeiro,Capital,2019m06,12,59,102,13,10,8,12,19,27,28,14
6,Rio de Janeiro,Capital,2019m07,23,55,102,15,14,12,13,14,39,15,29
6,Rio de Janeiro,Capital,2019m08,21,49,82,9,7,6,7,10,23,29,22
6,Rio de Janeiro,Capital,2019m09,17,64,96,12,19,1,12,11,26,18,30
6,Rio de Janeiro,Capital,2019m10,18,50,94,22,13,3,10,16,23,33,21
6,Rio de Janeiro,Capital,2019m11,21,50,95,14,21,7,20,19,24,15,21
6,Rio de Janeiro,Capital,2019m12,28,48,76,12,12,6,10,14,13,25,21
6,Rio de Janeiro,Capital,2020m01,17,63,99,15,12,9,10,22,14,35,29
6,Rio de Janeiro,Capital,2020m02,10,53,84,9,22,5,25,16,18,33,12
6,Rio de Janeiro,Capital,2020m03,13,49,78,13,10,9,14,9,21,17,17
6,Rio de Janeiro,Capital,2020m04,18,22,38,9,7,9,5,8,6,5,24
6,Rio de Janeiro,Capital,2020m05,13,13,22,7,1,11,5,6,10,8,20
6,Rio de Janeiro,Capital,2020m06,17,11,30,10,2,7,4,8,17,10,14
6,Rio de Janeiro,Capital,2020m07,15,32,59,18,4,3,15,14,11,18,14
6,Rio de Janeiro,Capital,2020m08,17,38,57,11,10,2,11,10,24,23,12
6,Rio de Janeiro,Capital,2020m09,9,18,32,4,8,4,6,19,17,28,9
6,Rio de Janeiro,Capital,2020m10,17,38,73,17,8,6,8,18,23,25,15
6,Rio de Janeiro,Capital,2020m11,22,34,77,14,6,4,5,15,22,20,23
6,Rio de Janeiro,Capital,2020m12,27,37,62,12,5,10,7,27,19,26,12
6,Rio de Janeiro,Capital,2021m01,15,56,118,15,9,13,5,12,22,28,25
6,Rio de Janeiro,Capital,2021m02,16,30,54,9,9,4,6,11,22,22,19
6,Rio de Janeiro,Capital,2021m03,10,36,63,9,9,2,17,21,25,23,26
6,Rio de Janeiro,Capital,2021m04,13,28,52,7,5,7,9,9,16,14,28
6,Rio de Janeiro,Capital,2021m05,8,29,41,2,12,5,9,14,16,18,15
6,Rio de Janeiro,Capital,2021m06,10,17,47,7,14,2,10,15,9,19,10
6,Rio de Janeiro,Capital,2021m07,16,33,62,6,8,8,7,12,14,23,16
6,Rio de Janeiro,Capital,2021m08,18,26,48,7,6,4,14,24,12,18,15
6,Rio de Janeiro,Capital,2021m09,10,31,46,8,6,6,9,9,14,16,13
6,Rio de Janeiro,Capital,2021m10,12,20,42,13,7,8,7,14,7,18,24
6,Rio de Janeiro,Capital,2021m11,7,34,52,7,15,8,16,18,13,26,13
6,Rio de Janeiro,Capital,2021m12,11,17,24,1,22,3,24,21,11,32,5
6,Rio de Janeiro,Capital,2022m01,17,21,43,10,12,2,28,8,12,29,10
6,Rio de Janeiro,Capital,2022m02,16,26,47,11,24,8,29,20,13,31,13
6,Rio de Janeiro,Capital,2022m03,14,33,61,6,36,12,28,25,18,32,15
6,Rio de Janeiro,Capital,2022m04,8,60,97,27,64,8,75,20,14,30,13
6,Rio de Janeiro,Capital,2022m05,27,56,105,19,51,12,66,25,23,23,19
6,Rio de Janeiro,Capital,2022m06,14,34,65,7,22,7,25,21,19,20,15
7,Rio de Janeiro,Capital,2018m01,14,47,54,7,1,8,1,12,1,9,12
7,Rio de Janeiro,Capital,2018m02,14,44,57,11,36,5,26,11,2,17,13
7,Rio de Janeiro,Capital,2018m03,13,44,58,12,3,9,3,8,2,13,13
7,Rio de Janeiro,Capital,2018m04,5,29,33,1,3,9,3,7,1,12,9
7,Rio de Janeiro,Capital,2018m05,10,25,32,4,6,9,2,10,2,11,8
7,Rio de Janeiro,Capital,2018m06,6,32,47,10,3,12,0,13,0,18,2
7,Rio de Janeiro,Capital,2018m07,8,35,41,6,6,7,4,14,1,10,8
7,Rio de Janeiro,Capital,2018m08,13,33,43,8,3,2,3,16,0,11,11
7,Rio de Janeiro,Capital,2018m09,6,25,30,3,6,7,2,10,2,10,4
7,Rio de Janeiro,Capital,2018m10,17,34,40,3,0,2,3,11,2,16,15
7,Rio de Janeiro,Capital,2018m11,15,37,58,10,4,0,13,12,0,14,15
7,Rio de Janeiro,Capital,2018m12,22,36,47,5,9,3,3,6,0,10,4
7,Rio de Janeiro,Capital,2019m01,5,24,31,4,8,2,2,9,1,9,4
7,Rio de Janeiro,Capital,2019m02,3,14,21,4,7,5,7,8,1,7,5
7,Rio de Janeiro,Capital,2019m03,1,20,29,8,23,3,15,6,0,7,6
7,Rio de Janeiro,Capital,2019m04,0,15,18,2,3,5,0,11,2,9,7
7,Rio de Janeiro,Capital,2019m05,4,17,23,2,0,11,0,7,6,5,5
7,Rio de Janeiro,Capital,2019m06,3,17,20,1,7,3,1,1,3,12,4
7,Rio de Janeiro,Capital,2019m07,5,24,26,2,2,4,4,2,0,8,6
7,Rio de Janeiro,Capital,2019m08,7,25,26,1,1,3,1,11,2,16,5
7,Rio de Janeiro,Capital,2019m09,2,20,29,5,5,3,0,6,3,14,2
7,Rio de Janeiro,Capital,2019m10,5,27,34,3,5,3,1,12,2,12,6
7,Rio de Janeiro,Capital,2019m11,1,17,22,2,2,2,3,12,2,12,1
7,Rio de Janeiro,Capital,2019m12,5,15,20,2,7,0,4,6,2,6,8
7,Rio de Janeiro,Capital,2020m01,5,27,35,2,7,6,0,10,3,12,5
7,Rio de Janeiro,Capital,2020m02,2,27,36,7,44,2,38,4,0,9,3
7,Rio de Janeiro,Capital,2020m03,3,20,27,4,8,9,9,2,0,7,3
7,Rio de Janeiro,Capital,2020m04,3,2,3,0,0,7,0,3,0,2,2
7,Rio de Janeiro,Capital,2020m05,2,2,3,0,0,7,1,2,0,2,6
7,Rio de Janeiro,Capital,2020m06,2,2,5,2,0,3,1,2,0,4,5
7,Rio de Janeiro,Capital,2020m07,3,11,16,3,1,6,0,6,1,5,5
7,Rio de Janeiro,Capital,2020m08,4,17,23,1,3,3,2,8,2,10,4
7,Rio de Janeiro,Capital,2020m09,2,14,21,7,2,7,0,10,2,12,11
7,Rio de Janeiro,Capital,2020m10,1,5,5,0,1,19,3,15,0,13,4
7,Rio de Janeiro,Capital,2020m11,5,13,14,0,1,13,1,9,0,11,3
7,Rio de Janeiro,Capital,2020m12,2,13,17,2,3,17,1,7,1,9,1
7,Rio de Janeiro,Capital,2021m01,5,18,31,8,0,17,4,11,1,12,5
7,Rio de Janeiro,Capital,2021m02,6,18,22,1,2,10,1,6,1,6,4
7,Rio de Janeiro,Capital,2021m03,6,7,17,3,2,8,2,8,0,8,9
7,Rio de Janeiro,Capital,2021m04,4,15,24,5,0,3,1,10,1,3,1
7,Rio de Janeiro,Capital,2021m05,5,25,25,0,0,2,0,10,1,6,5
7,Rio de Janeiro,Capital,2021m06,0,9,13,0,3,8,3,8,0,6,4
7,Rio de Janeiro,Capital,2021m07,4,14,15,1,0,11,0,3,0,3,1
7,Rio de Janeiro,Capital,2021m08,5,17,22,3,0,8,1,17,1,13,1
7,Rio de Janeiro,Capital,2021m09,8,15,18,2,3,6,1,13,0,11,5
7,Rio de Janeiro,Capital,2021m10,3,13,20,1,2,5,5,13,2,11,5
7,Rio de Janeiro,Capital,2021m11,5,10,15,3,1,4,3,6,2,6,2
7,Rio de Janeiro,Capital,2021m12,3,12,15,3,3,5,3,5,2,8,1
7,Rio de Janeiro,Capital,2022m01,3,13,19,4,10,6,1,7,1,6,2
7,Rio de Janeiro,Capital,2022m02,5,8,26,7,1,6,3,6,0,8,6
7,Rio de Janeiro,Capital,2022m03,8,18,23,2,5,9,6,4,6,5,8
7,Rio de Janeiro,Capital,2022m04,2,25,30,5,9,4,11,9,0,5,4
7,Rio de Janeiro,Capital,2022m05,4,22,28,3,6,8,2,5,0,8,1
7,Rio de Janeiro,Capital,2022m06,1,8,15,5,2,3,4,3,3,7,1
9,Rio de Janeiro,Capital,2018m01,39,99,127,18,58,17,37,50,11,43,17
9,Rio de Janeiro,Capital,2018m02,37,135,205,63,147,18,132,19,20,42,13
9,Rio de Janeiro,Capital,2018m03,31,129,160,24,57,15,46,33,26,47,12
9,Rio de Janeiro,Capital,2018m04,43,87,121,25,50,12,28,26,23,36,11
9,Rio de Janeiro,Capital,2018m05,29,73,97,14,41,22,22,22,27,32,9
9,Rio de Janeiro,Capital,2018m06,25,108,158,44,50,10,44,40,14,48,8
9,Rio de Janeiro,Capital,2018m07,24,90,123,29,53,10,49,48,16,38,5
9,Rio de Janeiro,Capital,2018m08,20,66,114,43,51,8,44,41,19,39,3
9,Rio de Janeiro,Capital,2018m09,20,57,100,39,52,10,32,23,35,20,5
9,Rio de Janeiro,Capital,2018m10,31,81,125,42,64,11,47,53,17,34,7
9,Rio de Janeiro,Capital,2018m11,35,62,99,34,40,4,37,32,25,49,7
9,Rio de Janeiro,Capital,2018m12,17,72,114,33,37,3,42,23,27,38,5
9,Rio de Janeiro,Capital,2019m01,19,99,126,24,52,8,30,45,14,51,3
9,Rio de Janeiro,Capital,2019m02,21,100,142,38,72,7,93,24,29,28,1
9,Rio de Janeiro,Capital,2019m03,15,113,170,49,178,11,106,23,18,45,6
9,Rio de Janeiro,Capital,2019m04,34,65,112,24,48,8,28,38,21,44,2
9,Rio de Janeiro,Capital,2019m05,14,55,88,21,40,6,25,35,14,29,3
9,Rio de Janeiro,Capital,2019m06,10,50,86,22,45,8,27,32,10,30,5
9,Rio de Janeiro,Capital,2019m07,16,44,78,21,42,6,21,18,24,28,7
9,Rio de Janeiro,Capital,2019m08,13,39,77,31,29,11,32,21,17,29,6
9,Rio de Janeiro,Capital,2019m09,14,38,70,25,39,13,18,24,14,32,2
9,Rio de Janeiro,Capital,2019m10,16,53,87,29,36,7,26,29,27,42,3
9,Rio de Janeiro,Capital,2019m11,16,49,76,20,41,5,16,25,40,47,2
9,Rio de Janeiro,Capital,2019m12,23,52,83,23,32,9,32,28,20,29,6
9,Rio de Janeiro,Capital,2020m01,22,69,103,27,60,12,38,29,25,39,4
9,Rio de Janeiro,Capital,2020m02,5,89,126,35,124,5,228,21,22,41,4
9,Rio de Janeiro,Capital,2020m03,12,72,95,17,35,15,76,12,11,20,3
9,Rio de Janeiro,Capital,2020m04,10,35,54,16,6,30,9,10,7,19,3
9,Rio de Janeiro,Capital,2020m05,12,43,59,13,2,12,8,9,5,11,5
9,Rio de Janeiro,Capital,2020m06,17,49,78,26,7,7,10,27,9,23,2
9,Rio de Janeiro,Capital,2020m07,16,63,95,16,21,14,9,15,10,24,2
9,Rio de Janeiro,Capital,2020m08,16,61,83,12,18,14,14,21,15,16,0
9,Rio de Janeiro,Capital,2020m09,19,75,99,18,19,15,8,17,19,20,3
9,Rio de Janeiro,Capital,2020m10,11,71,99,20,18,32,20,25,16,23,4
9,Rio de Janeiro,Capital,2020m11,15,77,123,30,37,32,46,19,25,34,6
9,Rio de Janeiro,Capital,2020m12,4,65,85,17,24,35,17,29,17,30,1
9,Rio de Janeiro,Capital,2021m01,18,92,120,16,22,41,20,27,17,32,6
9,Rio de Janeiro,Capital,2021m02,14,66,103,15,18,23,20,23,8,22,5
9,Rio de Janeiro,Capital,2021m03,13,59,91,19,18,28,26,19,14,29,3
9,Rio de Janeiro,Capital,2021m04,14,65,91,21,20,23,16,18,8,15,1
9,Rio de Janeiro,Capital,2021m05,11,56,86,16,27,27,21,33,6,15,1
9,Rio de Janeiro,Capital,2021m06,5,39,74,21,20,24,39,13,8,16,2
9,Rio de Janeiro,Capital,2021m07,8,38,70,17,18,24,45,24,8,15,2
9,Rio de Janeiro,Capital,2021m08,14,53,100,28,24,18,47,35,9,22,2
9,Rio de Janeiro,Capital,2021m09,19,84,123,33,23,20,54,29,15,16,2
9,Rio de Janeiro,Capital,2021m10,15,61,103,24,24,18,49,16,10,14,1
9,Rio de Janeiro,Capital,2021m11,18,57,101,35,20,26,82,36,14,31,5
9,Rio de Janeiro,Capital,2021m12,14,84,149,57,26,26,84,12,16,27,3
9,Rio de Janeiro,Capital,2022m01,10,67,124,38,33,21,83,15,5,31,5
9,Rio de Janeiro,Capital,2022m02,19,59,106,29,34,21,119,24,7,23,3
9,Rio de Janeiro,Capital,2022m03,12,85,132,33,42,25,99,31,16,33,2
9,Rio de Janeiro,Capital,2022m04,10,49,84,27,43,22,115,18,10,24,1
9,Rio de Janeiro,Capital,2022m05,21,57,88,25,44,15,79,31,14,33,5
